case_id,generator,trace_size,used,available,utilization
case-38d9daf56c8a259d,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-38d9daf56c8a259d,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-39ea475eb27ebcb7,gemma4:12b,1,1,1,1.0
case-39ea475eb27ebcb7,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-39ea475eb27ebcb7,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-3a6c86c940652fe6,gemma4:12b,3,1,3,0.3333333333333333
case-3a6c86c940652fe6,llama3.1:8b-instruct-q8_0,3,3,3,1.0
case-3a6c86c940652fe6,ministral-3:14b-instruct-2512-q4_K_M,3,2,3,0.6666666666666666
case-3a93baa047109f3a,gemma4:12b,1,1,1,1.0
case-3a93baa047109f3a,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-3a93baa047109f3a,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-3a97151f985d8e5c,gemma4:12b,2,2,2,1.0
case-3a97151f985d8e5c,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-3a97151f985d8e5c,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-3b30f17e4d16804f,gemma4:12b,2,1,2,0.5
case-3b30f17e4d16804f,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-3b30f17e4d16804f,ministral-3:14b-instruct-2512-q4_K_M,2,0,2,0.0
case-3b372de1e59de7e3,gemma4:12b,1,1,1,1.0
case-3b372de1e59de7e3,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-3b372de1e59de7e3,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
case-3b5f48f37a41aa0f,gemma4:12b,1,1,1,1.0
case-3b5f48f37a41aa0f,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-3b5f48f37a41aa0f,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-3be1225fa67be46e,gemma4:12b,2,2,2,1.0
case-3be1225fa67be46e,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-3be1225fa67be46e,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-3da3114abd5a3822,gemma4:12b,1,1,1,1.0
case-3da3114abd5a3822,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-3da3114abd5a3822,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-3dd083e2ddff706c,gemma4:12b,1,1,1,1.0
case-3dd083e2ddff706c,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-3dd083e2ddff706c,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-3eb40c68f1ff916e,gemma4:12b,1,1,1,1.0
case-3eb40c68f1ff916e,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-3eb40c68f1ff916e,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-3eb88e3afacb5ff2,gemma4:12b,1,1,1,1.0
case-3eb88e3afacb5ff2,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-3eb88e3afacb5ff2,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-3ebc3958cac62af7,gemma4:12b,2,1,2,0.5
case-3ebc3958cac62af7,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-3ebc3958cac62af7,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-3ef519c788a9ee91,gemma4:12b,1,1,1,1.0
case-3ef519c788a9ee91,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-3ef519c788a9ee91,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-3f55321c82664d81,gemma4:12b,1,1,1,1.0
case-3f55321c82664d81,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-3f55321c82664d81,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-3f9333411c3cb6fe,gemma4:12b,1,1,1,1.0
case-3f9333411c3cb6fe,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-3f9333411c3cb6fe,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
case-402050210c12fc18,gemma4:12b,1,1,1,1.0
case-402050210c12fc18,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-402050210c12fc18,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-4054549a8e5a8ae7,gemma4:12b,1,1,1,1.0
case-4054549a8e5a8ae7,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-4054549a8e5a8ae7,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-4056d280137a90ec,gemma4:12b,1,1,1,1.0
case-4056d280137a90ec,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-4056d280137a90ec,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
case-406ef596570d5195,gemma4:12b,1,1,1,1.0
case-406ef596570d5195,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-406ef596570d5195,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-407c89e927b9e857,gemma4:12b,2,1,2,0.5
case-407c89e927b9e857,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-407c89e927b9e857,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-408f75421d71ce1c,gemma4:12b,1,1,1,1.0
case-408f75421d71ce1c,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-408f75421d71ce1c,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-40df21feb859c3da,gemma4:12b,2,1,2,0.5
case-40df21feb859c3da,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-40df21feb859c3da,ministral-3:14b-instruct-2512-q4_K_M,2,0,2,0.0
case-40e632bed4b2d24c,gemma4:12b,1,1,1,1.0
case-40e632bed4b2d24c,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-40e632bed4b2d24c,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-4111a07241e7e7be,gemma4:12b,4,2,4,0.5
case-4111a07241e7e7be,llama3.1:8b-instruct-q8_0,4,1,4,0.25
case-4111a07241e7e7be,ministral-3:14b-instruct-2512-q4_K_M,4,2,4,0.5
case-41819020e1bc7aac,gemma4:12b,1,1,1,1.0
case-41819020e1bc7aac,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-41819020e1bc7aac,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-41b19503ef1947ed,gemma4:12b,2,2,2,1.0
case-41b19503ef1947ed,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-41b19503ef1947ed,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-41f2e56595efb1ca,gemma4:12b,1,1,1,1.0
case-41f2e56595efb1ca,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-41f2e56595efb1ca,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-4373ff3cda4972d6,gemma4:12b,1,1,1,1.0
case-4373ff3cda4972d6,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-4373ff3cda4972d6,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-43d5994b75034e8e,gemma4:12b,1,1,1,1.0
case-43d5994b75034e8e,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-43d5994b75034e8e,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-4513c5a5229f3cc8,gemma4:12b,2,2,2,1.0
case-4513c5a5229f3cc8,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-4513c5a5229f3cc8,ministral-3:14b-instruct-2512-q4_K_M,2,0,2,0.0
case-45adf9f5cc53f44e,gemma4:12b,1,1,1,1.0
case-45adf9f5cc53f44e,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-45adf9f5cc53f44e,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-45c30cf3d7826943,gemma4:12b,2,2,2,1.0
case-45c30cf3d7826943,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-45c30cf3d7826943,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-45d14d02101f56a5,gemma4:12b,1,1,1,1.0
case-45d14d02101f56a5,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-45d14d02101f56a5,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-45d1d1499e342031,gemma4:12b,1,1,1,1.0
case-45d1d1499e342031,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-45d1d1499e342031,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-463e926e9e99d9ba,gemma4:12b,1,1,1,1.0
case-463e926e9e99d9ba,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-463e926e9e99d9ba,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-47719727bb968f28,gemma4:12b,1,1,1,1.0
case-47719727bb968f28,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-47719727bb968f28,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-47ae7d461877e5d1,gemma4:12b,1,1,1,1.0
case-47ae7d461877e5d1,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-47ae7d461877e5d1,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-47e3067a52cd77f0,gemma4:12b,1,1,1,1.0
case-47e3067a52cd77f0,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-47e3067a52cd77f0,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-4929665071549e77,gemma4:12b,2,2,2,1.0
case-4929665071549e77,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-4929665071549e77,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-49c3431c201d0c0e,gemma4:12b,2,1,2,0.5
case-49c3431c201d0c0e,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-49c3431c201d0c0e,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-4ae57684976e97ea,gemma4:12b,2,2,2,1.0
case-4ae57684976e97ea,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-4ae57684976e97ea,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-4c090da742856d5a,gemma4:12b,1,1,1,1.0
case-4c090da742856d5a,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-4c090da742856d5a,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-4c270f35981150c9,gemma4:12b,2,1,2,0.5
case-4c270f35981150c9,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-4c270f35981150c9,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-4c35f80695feddcd,gemma4:12b,1,1,1,1.0
case-4c35f80695feddcd,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-4c35f80695feddcd,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-4c488fe86729034c,gemma4:12b,2,1,2,0.5
case-4c488fe86729034c,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-4c488fe86729034c,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-4cb5d5d0a926a357,gemma4:12b,1,1,1,1.0
case-4cb5d5d0a926a357,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-4cb5d5d0a926a357,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-4ce828649973c8ad,gemma4:12b,1,1,1,1.0
case-4ce828649973c8ad,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-4ce828649973c8ad,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-4cedb91c2c64159c,gemma4:12b,1,1,1,1.0
case-4cedb91c2c64159c,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-4cedb91c2c64159c,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-4cf096f55643d9c2,gemma4:12b,1,1,1,1.0
case-4cf096f55643d9c2,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-4cf096f55643d9c2,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-4de720b0de26abf5,gemma4:12b,1,1,1,1.0
case-4de720b0de26abf5,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-4de720b0de26abf5,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-4e70ab460f6ed638,gemma4:12b,1,1,1,1.0
case-4e70ab460f6ed638,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-4e70ab460f6ed638,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-4f314be34e5112c2,gemma4:12b,1,1,1,1.0
case-4f314be34e5112c2,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-4f314be34e5112c2,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-4f6d832d666d2d76,gemma4:12b,2,2,2,1.0
case-4f6d832d666d2d76,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-4f6d832d666d2d76,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-5188b28e55707a58,gemma4:12b,1,1,1,1.0
case-5188b28e55707a58,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-5188b28e55707a58,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-51dbfaffec08d7c1,gemma4:12b,2,2,2,1.0
case-51dbfaffec08d7c1,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-51dbfaffec08d7c1,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-5280268c99e36001,gemma4:12b,1,1,1,1.0
case-5280268c99e36001,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-5280268c99e36001,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-529f2069bca1b92e,gemma4:12b,1,1,1,1.0
case-529f2069bca1b92e,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-529f2069bca1b92e,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-52e356f818525820,gemma4:12b,2,2,2,1.0
case-52e356f818525820,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-52e356f818525820,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-53c18e0746a780f4,gemma4:12b,1,1,1,1.0
case-53c18e0746a780f4,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-53c18e0746a780f4,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-55694d0db4179865,gemma4:12b,1,1,1,1.0
case-55694d0db4179865,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-55694d0db4179865,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-557f3094ebe4d2c8,gemma4:12b,2,2,2,1.0
case-557f3094ebe4d2c8,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-557f3094ebe4d2c8,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-55a4829025e5f139,gemma4:12b,2,1,2,0.5
case-55a4829025e5f139,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-55a4829025e5f139,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-564c35fc5525c6d7,gemma4:12b,1,1,1,1.0
case-564c35fc5525c6d7,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-564c35fc5525c6d7,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-56578ed72836be66,gemma4:12b,1,1,1,1.0
case-56578ed72836be66,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-56578ed72836be66,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-56c5f650b7e0f81e,gemma4:12b,2,2,2,1.0
case-56c5f650b7e0f81e,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-56c5f650b7e0f81e,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-56ddc70400ea430f,gemma4:12b,1,1,1,1.0
case-56ddc70400ea430f,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-56ddc70400ea430f,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-575b4ffda66f631c,gemma4:12b,1,1,1,1.0
case-575b4ffda66f631c,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-575b4ffda66f631c,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-589fe5f6da25a6f1,gemma4:12b,1,1,1,1.0
case-589fe5f6da25a6f1,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-589fe5f6da25a6f1,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-58adae9c7dbaccb1,gemma4:12b,2,1,2,0.5
case-58adae9c7dbaccb1,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-58adae9c7dbaccb1,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-5996ce889a668fed,gemma4:12b,1,1,1,1.0
case-5996ce889a668fed,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-5996ce889a668fed,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-5a26eb6b60aa2842,gemma4:12b,1,1,1,1.0
case-5a26eb6b60aa2842,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-5a26eb6b60aa2842,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-5d119a8c03e09bc6,gemma4:12b,2,2,2,1.0
case-5d119a8c03e09bc6,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-5d119a8c03e09bc6,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-5d45076ad4db3f96,gemma4:12b,1,1,1,1.0
case-5d45076ad4db3f96,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-5d45076ad4db3f96,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-5d62b571a35bd590,gemma4:12b,1,1,1,1.0
case-5d62b571a35bd590,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-5d62b571a35bd590,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-5d8a410f4834e34d,gemma4:12b,2,2,2,1.0
case-5d8a410f4834e34d,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-5d8a410f4834e34d,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-5d8b3869ab217327,gemma4:12b,1,1,1,1.0
case-5d8b3869ab217327,llama3.1:8b-instruct-q8_0,1,0,1,0.0
case-5d8b3869ab217327,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
case-5df42966f2ed5332,gemma4:12b,1,1,1,1.0
case-5df42966f2ed5332,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-5df42966f2ed5332,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-5e15f67213c04556,gemma4:12b,1,1,1,1.0
case-5e15f67213c04556,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-5e15f67213c04556,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-5ec3d961036cff40,gemma4:12b,2,2,2,1.0
case-5ec3d961036cff40,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-5ec3d961036cff40,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-5f37164cb86235fd,gemma4:12b,1,1,1,1.0
case-5f37164cb86235fd,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-5f37164cb86235fd,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-5f664d1ed4ceb29f,gemma4:12b,2,2,2,1.0
case-5f664d1ed4ceb29f,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-5f664d1ed4ceb29f,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-611766b23fdef85d,gemma4:12b,1,1,1,1.0
case-611766b23fdef85d,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-611766b23fdef85d,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-6123e23719821419,gemma4:12b,2,2,2,1.0
case-6123e23719821419,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-6123e23719821419,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-6175885652bb2bd7,gemma4:12b,1,0,1,0.0
case-6175885652bb2bd7,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-6175885652bb2bd7,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-6366141a50eed6ba,gemma4:12b,1,1,1,1.0
case-6366141a50eed6ba,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-6366141a50eed6ba,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
case-63a58beb6ea115c5,gemma4:12b,1,1,1,1.0
case-63a58beb6ea115c5,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-63a58beb6ea115c5,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-63d2228aab2a95e9,gemma4:12b,1,1,1,1.0
case-63d2228aab2a95e9,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-63d2228aab2a95e9,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-63f8152e9d0ac115,gemma4:12b,2,1,2,0.5
case-63f8152e9d0ac115,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-63f8152e9d0ac115,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-6466eacaaeea6768,gemma4:12b,1,1,1,1.0
case-6466eacaaeea6768,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-6466eacaaeea6768,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-6623a3f06836eee0,gemma4:12b,2,2,2,1.0
case-6623a3f06836eee0,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-6623a3f06836eee0,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-664b08b67fb50a5b,gemma4:12b,1,1,1,1.0
case-664b08b67fb50a5b,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-664b08b67fb50a5b,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-67b54f84ee89f18f,gemma4:12b,3,1,3,0.3333333333333333
case-67b54f84ee89f18f,llama3.1:8b-instruct-q8_0,3,1,3,0.3333333333333333
case-67b54f84ee89f18f,ministral-3:14b-instruct-2512-q4_K_M,3,2,3,0.6666666666666666
case-681f473ec49877ad,gemma4:12b,1,1,1,1.0
case-681f473ec49877ad,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-681f473ec49877ad,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-685c3cbd961f473e,gemma4:12b,1,1,1,1.0
case-685c3cbd961f473e,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-685c3cbd961f473e,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-698e3d5b9b81d0c0,gemma4:12b,2,2,2,1.0
case-698e3d5b9b81d0c0,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-698e3d5b9b81d0c0,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-69bfed4abebbc311,gemma4:12b,1,1,1,1.0
case-69bfed4abebbc311,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-69bfed4abebbc311,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-69c8d2739999d79e,gemma4:12b,2,2,2,1.0
case-69c8d2739999d79e,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-69c8d2739999d79e,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-69f8aed48fa1dca1,gemma4:12b,2,1,2,0.5
case-69f8aed48fa1dca1,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-69f8aed48fa1dca1,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-6b392a3cf15018ae,gemma4:12b,2,2,2,1.0
case-6b392a3cf15018ae,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-6b392a3cf15018ae,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-6c744bf50cc7c913,gemma4:12b,3,3,3,1.0
case-6c744bf50cc7c913,llama3.1:8b-instruct-q8_0,3,1,3,0.3333333333333333
case-6c744bf50cc7c913,ministral-3:14b-instruct-2512-q4_K_M,3,2,3,0.6666666666666666
case-6cb5892c6dc29d30,gemma4:12b,1,1,1,1.0
case-6cb5892c6dc29d30,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-6cb5892c6dc29d30,ministral-3:14b-instruct-2512-q4_K_M,1,0,1,0.0
case-6d1d81849f570950,gemma4:12b,1,1,1,1.0
case-6d1d81849f570950,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-6d1d81849f570950,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-6daac68e5ec1237c,gemma4:12b,1,1,1,1.0
case-6daac68e5ec1237c,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-6daac68e5ec1237c,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-6db25a2bd7a8df2c,gemma4:12b,2,2,2,1.0
case-6db25a2bd7a8df2c,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-6db25a2bd7a8df2c,ministral-3:14b-instruct-2512-q4_K_M,2,1,2,0.5
case-6e3ec1644d06a819,gemma4:12b,2,1,2,0.5
case-6e3ec1644d06a819,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-6e3ec1644d06a819,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-6f8f43f373b5f3c3,gemma4:12b,2,2,2,1.0
case-6f8f43f373b5f3c3,llama3.1:8b-instruct-q8_0,2,1,2,0.5
case-6f8f43f373b5f3c3,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-70b3714d210b5847,gemma4:12b,1,1,1,1.0
case-70b3714d210b5847,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-70b3714d210b5847,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-72df7fd0c046a914,gemma4:12b,1,1,1,1.0
case-72df7fd0c046a914,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-72df7fd0c046a914,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-74660e9ba52c9cfa,gemma4:12b,1,1,1,1.0
case-74660e9ba52c9cfa,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-74660e9ba52c9cfa,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-7527c3e7cecc59ca,gemma4:12b,2,2,2,1.0
case-7527c3e7cecc59ca,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-7527c3e7cecc59ca,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-7669e4ccfa55bdb9,gemma4:12b,1,1,1,1.0
case-7669e4ccfa55bdb9,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-7669e4ccfa55bdb9,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-76bbf48e671bfd5a,gemma4:12b,1,1,1,1.0
case-76bbf48e671bfd5a,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-76bbf48e671bfd5a,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
case-7704b746a54d342c,gemma4:12b,2,2,2,1.0
case-7704b746a54d342c,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-7704b746a54d342c,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-7755b461f4759928,gemma4:12b,2,2,2,1.0
case-7755b461f4759928,llama3.1:8b-instruct-q8_0,2,2,2,1.0
case-7755b461f4759928,ministral-3:14b-instruct-2512-q4_K_M,2,2,2,1.0
case-7758548fafb7a3ac,gemma4:12b,1,1,1,1.0
case-7758548fafb7a3ac,llama3.1:8b-instruct-q8_0,1,1,1,1.0
case-7758548fafb7a3ac,ministral-3:14b-instruct-2512-q4_K_M,1,1,1,1.0
