rule_id,rule_version,rule_text,input_category,recommended_category,applicable_query_categories,required_context,query_terms,candidate_terms,scenario_label,gender_context,formality_level,occasion_tags,season_tags,source_type,source_title,source_author_or_org,source_year,source_url_or_reference,source_locator,source_access_date,source_validation_status,source_reliability,evidence_summary,rule_scope,rule_limitations,audit_status,supersedes_rule_ids
K059,3,"A blazer can work with sneakers, loafers, boots, or heels, but the shoe should clarify the intended level of formality. Minimal sneakers keep jeans-and-blazer outfits relaxed, loafers or sleek boots suit smart casual, and pumps or pointed heels sharpen office or dinner dressing. If the blazer is highly tailored, avoid very technical athletic footwear unless the contrast is deliberate; if the blazer is soft and unstructured, casual shoes integrate more naturally.",outerwear,shoes,outerwear,none,blazer|sport coat|sportcoat|tailored jacket,loafer|loafers|sneaker|sneakers|trainer|trainers|pump|pumps|heel|heels|boot|boots|shoe|shoes,blazer_shoes,general,smart casual to business,office|dinner|weekend|smart casual,all,fashion_editorial,How to Pull Off a Blazer With Jeans in 2026,GQ,2026,https://www.gq.com/story/how-to-pull-off-a-blazer-and-jeans,The Neo-Prep Look section,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source directly discusses blazer-and-jeans styling and footwear choices; the structured-versus-unstructured distinction is bounded enrichment.,Blazers and tailored jackets; footwear used to set final formality.,"The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K060,3,"Leather jackets and bombers can support rugged or polished footwear. Biker and ankle boots reinforce the jacket's edge, sneakers make it casual, loafers create an unexpected polished contrast, and pumps or kitten heels can soften a leather jacket for dinner. If both jacket and shoes are heavily studded or hardware-rich, keep the rest of the outfit restrained so the two strong textures do not turn into visual clutter.",outerwear,shoes,outerwear,none,leather jacket|leather blazer|bomber|bomber jacket|moto jacket|motorcycle jacket,boot|boots|ankle boot|ankle boots|sneaker|sneakers|trainer|trainers|loafer|loafers|pump|pumps|heel|heels|shoe|shoes,leather_outerwear_shoes,general,casual to evening,streetwear|weekend|date|concert,autumn|winter|spring,fashion_editorial,5 Chic Biker Boot Outfits the Fashion Set Is Leaning Towards This Autumn,Who What Wear,2026,https://www.whowhatwear.com/fashion/shoes/biker-boots-outfits,lines 144-149 238-244,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source styles biker boots within leather-heavy and contrasting outfits; polished-shoe alternatives and hardware restraint are bounded enrichment.,Leather jackets and bombers; rugged-to-polished shoe options.,"The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K061,3,"Long coats and trenches need footwear that makes sense for both weather and hem length. Boots are the most natural cold-weather choice, loafers and flats work in mild conditions, clean sneakers make a trench feel relaxed, and pumps can suit a polished coat for evening. Very delicate shoes can look seasonally disconnected under a heavy winter coat, while overly bulky boots may need a straighter or roomier coat to maintain proportion.",outerwear,shoes,outerwear,none,coat|overcoat|long coat|wool coat|trench|trench coat,boot|boots|ankle boot|ankle boots|loafer|loafers|sneaker|sneakers|flat|flats|pump|pumps|shoe|shoes,coat_shoes,general,casual to smart casual,commute|office|travel|winter dinner,autumn|winter|spring,fashion_editorial,5 Chunky Boots Outfit Ideas to Copy This Winter,Who What Wear,2026,https://www.whowhatwear.com/fashion/outfit-ideas/chunky-boots-outfit-ideas,lines 230-236 278-283 306-310,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source shows long coats with substantial winter footwear; the weather and delicacy contrast are bounded enrichment.,"Coats and trenches; footwear matched to season, hem and outerwear weight.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K062,3,"Wide-leg or baggy trousers work best with outerwear that either defines the waist or intentionally continues the volume. A structured or slightly cropped blazer gives office polish, a leather jacket or bomber creates streetwear contrast, and a long coat can work if the line stays clean; oversized blazer-plus-baggy-trouser combinations are viable when the inner top is controlled. The key is to make the volume relationship deliberate rather than letting every layer expand independently.",bottoms,outerwear,bottoms,none,wide leg trouser|wide-leg trouser|baggy trouser|loose trouser|palazzo|pleated trouser,blazer|cropped jacket|leather jacket|bomber|trench|coat|jacket|outerwear,wide_leg_outerwear,general,casual to business casual,office|streetwear|dinner|daytime,all,fashion_editorial,Baggy Trousers And A Blazer Is Spring's Easiest Outfit Formula,British Vogue,2026,https://www.vogue.co.uk/article/baggy-trousers-blazer-spring-outfit,opening paragraphs and coordinated-look formulas,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source explicitly supports baggy trousers with blazers; broader jacket alternatives and volume logic are bounded enrichment.,"Wide-leg, baggy and pleated trousers; outerwear manages or extends volume.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K063,3,"Leggings and very slim bottoms benefit from outerwear that adds shape or coverage. Oversized blazers, long coats, trenches, bombers, and puffers all work depending on formality; a denim jacket gives an easy casual option. Because the lower half is narrow, slightly roomier outerwear usually creates a balanced silhouette, but the jacket should still end at a purposeful point—hip, mid-thigh, or longline—rather than an awkward in-between length.",bottoms,outerwear,bottoms,none,legging|leggings|skinny pant|skinny pants|jeggings,oversized blazer|blazer|long coat|trench|bomber|puffer|denim jacket|jacket|outerwear,legging_outerwear,general,casual to smart casual,travel|weekend|city day|athleisure,all,fashion_editorial,Outfit Formulas,Vogue,2026,https://www.vogue.com/outfit-formulas,editorial formulas include knitwear and bags as outfit components,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source uses leggings and slim bottoms with layered casual outerwear; length and silhouette guidance are bounded enrichment.,Leggings and slim bottoms; outerwear adds coverage and proportion.,"The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K064,3,"Skirts can move from casual to polished through outerwear. A denim jacket or cardigan relaxes a skirt, a leather jacket or bomber adds edge, and a blazer or tailored coat makes midi and simple skirts more office- or dinner-ready. With fuller midi or maxi skirts, shorter jackets often keep the waist visible; with mini skirts, longer coats can provide useful proportion and seasonal balance.",bottoms,outerwear,bottoms,none,mini skirt|midi skirt|maxi skirt|skirt|slip skirt|denim skirt,blazer|bomber|leather jacket|denim jacket|coat|trench|cardigan|jacket|outerwear|zip jacket|zip-up jacket|zip up jacket,skirt_outerwear,general,casual to dressy,office|weekend|date|evening,all,fashion_editorial,These 6 T-Shirt Outfits That Are Chic Enough to Go Out In,Who What Wear,2023,https://www.whowhatwear.com/best-t-shirt-outfits,opening outfit formulas pairing tees with shoulder bags and bright bags,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source demonstrates skirts styled with casual and polished layers; jacket-length guidance is bounded enrichment.,"Mini, midi and maxi skirts; outerwear selected by formality and skirt length.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K065,3,"Shorts need lightweight outerwear that respects the season. A denim jacket, overshirt, cardigan, or light utility jacket works casually; tailored Bermuda shorts can take an unstructured or linen blazer for brunch and smart-casual evenings. Heavy winter coats usually feel disconnected from bare legs, so choose breathable fabrics and shorter or unlined jackets unless weather genuinely requires more protection.",bottoms,outerwear,bottoms,none,shorts|bermuda shorts|tailored shorts|denim shorts,blazer|linen blazer|denim jacket|light jacket|cardigan|overshirt|jacket|outerwear,shorts_outerwear,general,casual to smart casual,holiday|brunch|summer evening|city day,spring|summer,fashion_editorial,How to Build the Perfect Warm-Weather Wardrobe,GQ,2026,https://www.gq.com/story/ultimate-wardrobe-spring-summer-edition,lines 64-73 describe wardrobe pieces selected to work together including a denim jacket,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source supports light warm-weather tailoring and field jackets; shorts-specific combinations are bounded enrichment.,"Denim, tailored and Bermuda shorts; lightweight seasonal outerwear.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K066,3,"When the bottoms are already textural or statement-making, use outerwear to frame rather than compete. A simple blazer, clean bomber, trench, or solid coat works with checked, metallic, or embellished trousers; leather-on-leather can work if the colours and finishes are controlled, but a contrasting wool or denim layer is usually easier. Restrained outerwear lets strong trousers remain the focal point while still giving the outfit structure.",bottoms,outerwear,bottoms,none,leather trouser|leather trousers|statement trouser|checked trouser|metallic trouser|printed trouser,blazer|bomber|leather jacket|coat|trench|simple jacket|outerwear,statement_bottom_outerwear,general,casual to evening,streetwear|dinner|event|daytime,autumn|winter|spring,fashion_editorial,How Vogue's Shopping Editor Is Styling Trousers For Autumn,British Vogue,2024,https://www.vogue.co.uk/article/how-to-style-trousers-for-autumn,Leather bomber jacket + statement trousers + kitten heels section,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source styles statement trousers with leather bombers and controlled layers; the broader restraint principle is bounded enrichment.,"Leather, checked, metallic and statement trousers; outerwear that frames the focal bottom.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K067,3,"Sneakers naturally support casual outerwear, but refined pairs can also work with tailoring. Denim jackets, bombers, field jackets, and light coats are easy daytime options; a soft blazer or trench can make minimal sneakers feel smart-casual. The cleaner and lower-profile the sneaker, the easier it is to pair with structured outerwear; heavily technical or bulky trainers usually look more coherent with sportier jackets.",shoes,outerwear,shoes,none,sneaker|sneakers|trainer|trainers|low profile sneaker|low-profile sneaker,denim jacket|bomber|blazer|trench|field jacket|light coat|jacket|outerwear,sneaker_outerwear,general,casual to smart casual,weekend|travel|city day|smart casual,all,fashion_editorial,9 Summer Sneaker Outfits to Wear All Season Long,Vogue,2026,https://www.vogue.com/article/summer-sneaker-outfits,sections With a Mini Dress and Basket Bag and Baggy Jeans with a Cool-Girl Button-Up,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source shows sneakers with both casual and tailored summer outfits; sneaker-refinement guidance is bounded enrichment.,Sneakers and trainers; outerwear scaled to sneaker refinement.,"The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K068,3,"Loafers, Oxfords, brogues, and refined flats pair most naturally with outerwear that has some polish: blazers, trenches, tailored coats, or clean leather jackets. For relaxed weekends, an unstructured jacket works; for office use, keep the outer layer crisp and avoid overly sporty puffers unless weather requires them. Refined low shoes create a tidy base, so the outerwear can carry texture or pattern without making the outfit feel too casual.",shoes,outerwear,shoes,none,loafer|loafers|oxford|oxfords|brogue|brogues|derby|derbys|flat|flats,blazer|trench|coat|cardigan jacket|leather jacket|jacket|outerwear,refined_flat_outerwear,general,smart casual to business,office|dinner|daytime|weekend,all,fashion_editorial,How to wear loafers and look like a grownup,British GQ,2026,https://www.gq-magazine.co.uk/article/how-to-wear-loafers,sections describing loafers with denim and casual-to-formal shape,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source supports loafers across denim and tailoring; outerwear-specific guidance is bounded enrichment.,"Loafers, Oxfords, brogues and refined flats; polished outerwear.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K069,3,"Pumps and heels pair well with outerwear that keeps a clean line. Blazers, trenches, and tailored coats suit office and dinner dressing; leather or suede jackets can create a high-low contrast for evening. Because heels already add refinement, the outerwear does not need decorative trim to feel dressed; if the shoes are highly embellished, a simpler jacket usually creates a more sophisticated balance.",shoes,outerwear,shoes,none,pump|pumps|heel|heels|kitten heel|stiletto|stilettos,blazer|trench|tailored coat|leather jacket|suede jacket|jacket|outerwear,heel_outerwear,general,smart casual to evening,office|date|dinner|event,all,fashion_editorial,How to Style Low-Heel Pumps for Spring 2026,Vogue,2026,https://www.vogue.com/article/how-to-style-low-heel-pumps,Netted Style and Soirée Staple sections pairing pumps skirts or dresses and bags,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source styles pumps with polished day-to-evening outfits; outerwear and embellishment guidance are bounded enrichment.,Pumps and heels; structured or contrasting outerwear for polished settings.,"The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K070,3,"Skirts can take different bags depending on fabric and formality. A crossbody or tote works with denim and casual skirts, a shoulder bag suits midi and pleated skirts for city wear, a mini bag or clutch works for evening, and a basket bag can relax a summer skirt. If the skirt has strong pleats, sequins, fringe, or print, choose a simpler bag so the movement and texture remain the main lower-body feature.",bottoms,bags,bottoms,none,mini skirt|midi skirt|maxi skirt|skirt|slip skirt|denim skirt,shoulder bag|crossbody|clutch|mini bag|tote|basket bag|bag|handbag,skirt_bag_options,general,casual to dressy,weekend|office|date|event,all,fashion_editorial,5 Chic Biker Boot Outfits the Fashion Set Is Leaning Towards This Autumn,Who What Wear,2026,https://www.whowhatwear.com/fashion/shoes/biker-boots-outfits,lines 144-149 238-244,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source shows skirt-led outfits finished with shoulder bags and fashion accessories; broader bag options and texture restraint are bounded enrichment.,"Mini, midi, maxi and denim skirts; bags selected by formality and skirt texture.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K071,3,"Shorts pair best with bags that feel seasonally light and proportionate. Crossbodies and canvas totes suit casual days, raffia or basket bags work for beach and holidays, and a neat shoulder or mini bag can dress tailored Bermuda shorts for brunch or dinner. Heavy, highly formal bags can look disconnected from very casual shorts, so use material and scale to keep the accessory in the same seasonal story.",bottoms,bags,bottoms,none,shorts|bermuda shorts|tailored shorts|denim shorts,crossbody|tote|basket bag|raffia bag|shoulder bag|mini bag|bag|handbag,shorts_bag_warm_weather,general,casual to smart casual,beach|holiday|brunch|city day,spring|summer,fashion_editorial,10 Chic Ways to Style Summer's Hero Handbags,Vogue,2023,https://www.vogue.com/article/summer-handbag-outfits,opening styling paragraph pairing understated bags with button-ups and tanks,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source focuses on summer bags and warm-weather dressing; shorts-specific scale and formality guidance are bounded enrichment.,"Denim, tailored and Bermuda shorts; warm-weather bags.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K072,3,"When the trousers are leather, metallic, checked, or otherwise statement-making, use a bag that gives the eye somewhere to rest. A plain shoulder bag, structured top handle, simple clutch, or clean crossbody works well; for evening, a restrained metallic detail can echo hardware without duplicating the whole trouser texture. Keeping one accessory quieter makes strong bottoms feel styled rather than overloaded.",bottoms,bags,bottoms,none,leather trouser|leather trousers|statement trouser|printed trouser|checked trouser|metallic trouser|leather pant|leather pants|faux leather pant|faux leather pants,plain shoulder bag|structured bag|clutch|top handle|crossbody|bag|handbag,statement_bottom_bag_restraint,general,casual to evening,streetwear|dinner|event|daytime,autumn|winter|spring,fashion_editorial,How Vogue's Shopping Editor Is Styling Trousers For Autumn,British Vogue,2024,https://www.vogue.co.uk/article/how-to-style-trousers-for-autumn,Leather bomber jacket + statement trousers + kitten heels section,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source styles statement trousers with a controlled shoulder bag; the broader single-focal-point rule is bounded enrichment.,"Leather, metallic and patterned trousers; restrained bags.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K073,3,"Sneakers suit bags that keep the outfit practical and relaxed. Crossbodies, shoulder bags, canvas totes, and basket bags all work; a structured leather bag can deliberately elevate clean low-profile sneakers for city wear. Sporty footwear does not require a sporty bag, but if the sneakers are bulky or highly technical, a simple bag prevents the outfit from accumulating too many performance details.",shoes,bags,shoes,none,sneaker|sneakers|trainer|trainers|low profile sneaker|low-profile sneaker,crossbody|shoulder bag|tote|basket bag|canvas tote|bag|handbag,sneaker_bags,general,casual,weekend|travel|city day|summer,all,fashion_editorial,9 Summer Sneaker Outfits to Wear All Season Long,Vogue,2026,https://www.vogue.com/article/summer-sneaker-outfits,sections With a Mini Dress and Basket Bag and Baggy Jeans with a Cool-Girl Button-Up,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The source styles sneakers with basket totes, shoulder bags and casual accessories; structure contrast and technical-detail restraint are bounded enrichment.",Sneakers and trainers; practical casual bags with optional polished contrast.,"The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K074,3,"Refined flats and loafers pair well with bags that share their tidy, low-key polish. Shoulder bags, satchels, top handles, and crossbodies suit city wear; basket or raffia bags soften flats for summer. Exact leather matching is optional—similar formality and a repeated neutral or accent colour are enough. If the shoes are very delicate, avoid a bag so oversized that it makes the footwear feel visually insignificant.",shoes,bags,shoes,none,flat|flats|ballet flat|ballet flats|loafer|loafers|mary jane|mary janes|oxford|oxfords,shoulder bag|satchel|top handle|basket bag|crossbody|bag|handbag,flat_bags,general,casual to smart casual,office|weekend|daytime|summer,all,fashion_editorial,What to Wear With Brown Boots: 20 Chic Brown-Boot Outfits,Who What Wear,2026,https://www.whowhatwear.com/what-to-wear-with-brown-boots,lines 127-129 171-172 225-230 257-259 272-273 326-331,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,Fashion editorials pair flats and loafers with shoulder and seasonal bags; the scale and non-matching guidance are bounded enrichment.,Refined flats and loafers; tidy city or summer bags.,"The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K075,3,"Pumps, heels, and wedges work naturally with bags that carry some polish. Shoulder bags and structured top handles suit office or daytime, while clutches and mini bags move the outfit toward dinner and events. The bag does not need to match the shoes exactly; a shared material family, metal tone, or one repeated colour is enough. If the heel is highly embellished, keep the bag cleaner so the accessories do not compete.",shoes,bags,shoes,none,pump|pumps|heel|heels|kitten heel|stiletto|stilettos|wedge|wedges,shoulder bag|clutch|top handle|mini bag|structured bag|bag|handbag,heel_bags,general,smart casual to evening,office|date|dinner|event,all,fashion_editorial,How to Style Low-Heel Pumps for Spring 2026,Vogue,2026,https://www.vogue.com/article/how-to-style-low-heel-pumps,Netted Style and Soirée Staple sections pairing pumps skirts or dresses and bags,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source pairs pumps with shoulder bags across polished outfits; bag formality and non-matching guidance are bounded enrichment.,"Pumps, heels and wedges; polished bags from day to evening.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K076,3,"Under a coat or trench, use a base layer that gives warmth or polish without creating unnecessary bulk. Fine-gauge knits, turtlenecks, shirts, and blouses suit commuting and office wear; a clean tee can work under a trench in mild weather; heavier sweaters belong under roomier coats rather than tightly tailored ones. Matching the thickness of the top to the coat's cut keeps the outer silhouette clean and makes the layering functional.",outerwear,tops,outerwear,none,coat|overcoat|long coat|wool coat|trench|trench coat,turtleneck|sweater|knit|button-down|button down|shirt|blouse|t-shirt|t shirt|tee|top,coat_base_layer,general,smart casual to formal,commute|office|travel|winter dinner,autumn|winter|spring,fashion_editorial,The Wardrobe Essentials We’re Wearing in 2026,Vogue,2026,https://www.vogue.com/article/vogue-wardrobe-essentials-guide,lines 305-369 show tops combined with pants skirts and jeans,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The source treats coats, trenches and knitwear as core layering pieces; the thickness-and-fit guidance is bounded enrichment.","Coats, overcoats and trenches; base layers matched to outerwear volume and weather.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K077,3,"When the outerwear is oversized, boxy, or visually dominant, keep the top comparatively narrow or simple. A fitted tank, ribbed top, fine knit, tucked tee, or clean shirt reduces competing volume and gives the eye a clear base beneath the jacket; if you also choose loose bottoms, make the top especially controlled. This does not require bodycon dressing—only enough definition that the oversized layer looks intentional rather than accidental.",outerwear,tops,outerwear,none,oversized blazer|oversized jacket|boxy jacket|puffer|puffer coat|statement jacket,fitted top|tank|ribbed top|fine knit|t-shirt|t shirt|tee|shirt|top,oversized_outerwear_balance,general,casual to smart casual,daytime|streetwear|office,autumn|winter|spring,fashion_editorial,How To Style A Suit In 2024 According To The Street-Style Set,British Vogue,2024,https://www.vogue.co.uk/article/how-to-style-a-suit,Monochrome section,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source demonstrates oversized tailoring over simple base layers; the explicit volume-control rationale is bounded enrichment.,"Oversized blazers, puffers and boxy statement jackets; controlled base layers.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K078,3,"With a suit or strongly tailored jacket, choose the top based on how formal you want the suit to read. A button-down or blouse keeps it office-ready, a fine knit works in cooler weather, and a simple tank or camisole makes modern evening or warm-weather tailoring feel lighter; formal or black-tie tailoring still calls for a proper evening shirt or refined top. Keeping the base layer simple allows the suit's line and fabric to remain the main structure.",outerwear,tops,outerwear,none,suit jacket|suit|pantsuit|trouser suit|tuxedo jacket,white tank|tank|button-down|button down|formal shirt|blouse|fine knit|camisole|top,suit_base_layer,general,smart casual to formal,office|event|dinner|formal,all,fashion_editorial,How To Style A Suit In 2024 According To The Street-Style Set,British Vogue,2024,https://www.vogue.co.uk/article/how-to-style-a-suit,Monochrome section,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,"The source shows contemporary suits with tanks, shirts and minimal base layers; formal boundary guidance is bounded enrichment.","Suit jackets, trouser suits and tuxedo-adjacent tailoring; base layers by formality.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K079,3,"A structured work or city bag already signals polish, so pair it with equally clean but not necessarily formal tops. A crisp shirt, blouse, fine knit, turtleneck, or polo works for commuting and meetings; on casual Fridays, a plain tee can work if the rest of the outfit stays neat. Repeating the bag's structure with a sharp collar or smooth knit creates coherence without requiring exact colour matching.",bags,tops,bags,none,structured bag|structured handbag|work bag|city bag|top handle|top-handle,button-down|button down|shirt|blouse|fine knit|turtleneck|polo|top,structured_bag_top,general,smart casual to business,office|commute|meeting|dinner,all,fashion_editorial,The Summer Work Bags Vogue Editors Use Everyday,Vogue,2025,https://www.vogue.com/article/editors-summer-work-bags,opening paragraph naming workwear shoes trousers and bags,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source discusses structured and practical work bags used in polished summer workwear; top options and structure echo are bounded enrichment.,"Structured work, city and top-handle bags; polished tops for work and smart casual.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K080,3,"Crossbody and sling bags suit movement-heavy outfits, so keep the top practical and easy to layer. A tee, tank, hoodie, sweater, or casual shirt works for travel and weekends; a clean button-down or fine knit can make a leather crossbody feel city-polished. If the strap crosses a busy print, choose a simpler neckline or smaller-scale pattern so the bag does not visually fight with the top.",bags,tops,bags,none,crossbody|cross body|sling bag|camera bag|nylon crossbody,t-shirt|t shirt|tee|tank|sweater|knit|shirt|button-down|button down|hoodie|top,crossbody_casual_top,general,casual to smart casual,travel|weekend|city day|daytime,all,fashion_editorial,Outfit Formulas,Vogue,2026,https://www.vogue.com/outfit-formulas,editorial formulas include knitwear and bags as outfit components,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source repeatedly uses crossbody and shoulder bags in practical everyday outfit formulas; print/strap interaction is bounded enrichment.,"Crossbody, sling and camera bags; practical tops for travel and city use.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
K081,3,"Long coats and trenches work with a wide range of bottoms, but the hem relationship should stay clear. Tailored trousers and straight jeans are reliable for commuting; wide-leg trousers suit roomier coats; slim jeans or leggings reduce bulk under heavier winter outerwear; midi skirts work when the coat is at least comparable in length or intentionally shorter. Keeping fabric weight compatible prevents a heavy coat from overpowering flimsy summer bottoms.",outerwear,bottoms,outerwear,none,coat|overcoat|long coat|wool coat|trench|trench coat,tailored trouser|tailored trousers|jeans|denim|wide leg trouser|wide-leg trouser|midi skirt|legging|leggings|bottom,coat_bottoms,general,smart casual to formal,commute|office|travel|winter dinner,autumn|winter|spring,fashion_editorial,The Wardrobe Essentials We’re Wearing in 2026,Vogue,2026,https://www.vogue.com/article/vogue-wardrobe-essentials-guide,lines 305-369 show tops combined with pants skirts and jeans,2026-08-21,verified_reachable_2026-08-21_plus_bounded_model_enrichment,medium,The source treats coats and trenches as wardrobe staples worn over denim and tailoring; the hem and fabric-weight guidance is bounded enrichment.,"Coats, overcoats and trenches; bottoms matched by volume, hem and season.","The cited source supports the core styling direction; contextual alternatives, rationale, and transfer to closely related item types are bounded model-enriched fashion guidance. Do not infer hidden item attributes that are not explicit in the case or rule.",rebuilt_v3_substantive_expert_rule,none
